hanja,kor,radical,radical_name,stroke_count,level,rep_pron
收,거둘 수,攴,칠 복,6,준4급,수
秀,빼어날 수,禾,벼 화,7,4급,수
垂,드리울 수,土,흙 토,8,준3급,수
受,받을 수,又,또 우,8,준4급,수
首,머리 수,首,머리 수,9,준5급,수
帥,장수 수,巾,수건 건,9,준3급,수
洙,물가 수,水,물 수,9,2급,수
宿,잘 숙|별자리 수,宀,집 면,11,준5급,숙
孰,누구 숙,子,아들 자,11,3급,숙
淑,맑을 숙,水,물 수,11,준3급,숙
肅,엄숙할 숙,聿,붓 율,13,4급,숙
熟,익을 숙,火,불 화,15,준3급,숙
叔,아재비 숙,又,또 우,8,4급,숙
殉,따라죽을 순,歹,뼈앙상할 알|나쁠 대,10,3급,순
純,순수할 순,糸,실 사|가는실 멱,10,준4급,순
珣,옥이름 순,玉,구슬 옥,10,2급,순
荀,풀이름 순,艸,풀 초,10,2급,순
脣,입술 순,肉,고기 육,11,3급,순
淳,순박할 순,水,물 수,11,2급,순
順,순할 순,頁,머리 혈,12,준5급,순
循,돌 순,彳,조금걸을 척,12,3급,순
舜,순임금 순,舛,어그러질 천,12,2급,순
瞬,눈깜짝일 순,目,눈 목,17,준3급,순
旬,열흘 순,日,날 일,6,준3급,순
巡,돌/순행할 순,巛,내 천,7,준3급,순
盾,방패 순,目,눈 목,9,2급,순
洵,참으로 순,水,물 수,9,2급,순
術,재주 술,行,다닐 행|항렬 항,11,준6급,술
戌,개 술,戈,창 과,6,3급,술
述,펼 술,辵,쉬엄쉬엄갈 착,9,준3급,술
崇,높을 숭,山,메 산,11,4급,숭
瑟,큰거문고 슬,玉,구슬 옥,13,2급,슬
習,익힐 습,羽,깃 우,11,6급,습
濕,젖을 습,水,물 수,17,준3급,습
襲,엄습할 습,衣,옷 의,22,준3급,습
拾,주울 습|열 십,手,손 수,9,준3급,습
乘,탈 승,丿,삐침 별,10,준3급,승
勝,이길 승,力,힘 력,12,6급,승
僧,중 승,人,사람 인,14,준3급,승
繩,노끈 승,糸,실 사|가는실 멱,19,2급,승
升,되 승,十,열 십,4,2급,승
昇,오를 승,日,날 일,8,준3급,승
承,이을 승,手,손 수,8,준4급,승
時,때 시,日,날 일,10,준7급,시
柴,섶 시,木,나무 목,10,2급,시
視,볼 시,見,볼 견|뵈올 현,12,준4급,시
詩,시 시,言,말씀 언,13,준4급,시
試,시험 시,言,말씀 언,13,준4급,시
市,저자 시,巾,수건 건,5,준7급,시
示,보일 시,示,보일 시,5,5급,시
矢,화살 시,矢,화살 시,5,3급,시
始,비로소 시,女,계집 녀,8,준6급,시
侍,모실 시,人,사람 인,8,준3급,시
施,베풀 시,方,모 방,9,준4급,시
是,이/옳을 시,日,날 일,9,준4급,시
屍,주검 시,尸,주검 시,9,2급,시
息,쉴 식,心,마음 심,10,준4급,식
植,심을 식,木,나무 목,12,7급,식
殖,불릴 식,歹,뼈앙상할 알|나쁠 대,12,2급,식
湜,물맑을 식,水,물 수,12,2급,식
軾,수레가로나무 식,車,수레 거/차,13,2급,식
飾,꾸밀 식,食,밥/먹을 식,14,준3급,식
識,알 식,言,말씀 언,19,준5급,식
式,법 식,弋,주살 익,6,6급,식
食,밥/먹을 식,食,밥/먹을 식,9,준7급,식
神,귀신 신,示,보일 시,10,준6급,신
晨,새벽 신,日,날 일,11,3급,신
紳,띠 신,糸,실 사|가는실 멱,11,2급,신
腎,콩팥 신,肉,고기 육,12,2급,신
新,새 신,斤,근/날 근,13,준6급,신
愼,삼갈 신,心,마음 심,13,준3급,신
申,납 신,田,밭 전,5,준4급,신
臣,신하 신,臣,신하 신,6,준5급,신
身,몸 신,身,몸 신,7,준6급,신
辛,매울 신,辛,매울 신,7,3급,신
伸,펼 신,人,사람 인,7,3급,신
信,믿을 신,人,사람 인,9,준6급,신
實,열매 실,宀,집 면,14,준5급,실
失,잃을 실,大,큰 대,5,6급,실
室,집 실,宀,집 면,9,8급,실
深,깊을 심,水,물 수,11,준4급,심
尋,찾을 심,寸,마디 촌,12,3급,심
審,살필 심,宀,집 면,15,준3급,심
瀋,즙낼/물이름 심,水,물 수,18,2급,심
心,마음 심,心,마음 심,4,7급,심
甚,심할 심,甘,달 감,9,준3급,심
十,열 십,十,열 십,2,8급,십
雙,두 쌍,隹,새 추,18,준3급,쌍
氏,각시/성씨 씨,氏,각시/성씨 씨,4,4급,씨
雅,맑을 아,隹,새 추,12,준3급,아
餓,주릴 아,食,밥/먹을 식,16,3급,아
牙,어금니 아,牙,어금니 아,4,준3급,아
我,나 아,戈,창 과,7,준3급,아
兒,아이 아,儿,어진사람 인,8,준5급,아
阿,언덕 아,阜,언덕 부,8,준3급,아
亞,버금 아,二,두 이,8,준3급,아
芽,싹 아,艸,풀 초,8,준3급,아
惡,악할 악|미워할 오,心,마음 심,12,준5급,악
握,쥘 악,手,손 수,12,2급,악
岳,큰산 악,山,메 산,8,3급,악
案,책상 안,木,나무 목,10,5급,안
眼,눈 안,目,눈 목,11,준4급,안
雁,기러기 안,隹,새 추,12,3급,안
顔,낯 안,頁,머리 혈,18,준3급,안
安,편안 안,宀,집 면,6,준7급,안
岸,언덕 안,山,메 산,8,준3급,안
謁,뵐 알,言,말씀 언,16,3급,알
閼,막을 알,門,문 문,16,2급,알
暗,어두울 암,日,날 일,13,준4급,암
癌,암 암,疒,병들어기댈 녁,17,2급,암
巖,바위 암,山,메 산,23,준3급,암
鴨,오리 압,鳥,새 조,16,2급,압
壓,누를 압,土,흙 토,17,준4급,압
押,누를 압,手,손 수,8,3급,압
央,가운데 앙,大,큰 대,5,준3급,앙
仰,우러를 앙,人,사람 인,6,준3급,앙
殃,재앙 앙,歹,뼈앙상할 알|나쁠 대,9,3급,앙
埃,티끌 애,土,흙 토,10,2급,애
涯,물가 애,水,물 수,11,3급,애
愛,사랑 애,心,마음 심,13,6급,애
礙,거리낄 애,石,돌 석,19,2급,애
艾,쑥 애,艸,풀 초,6,2급,애
哀,슬플 애,口,입 구,9,준3급,애
液,진 액,水,물 수,11,준4급,액
額,이마 액,頁,머리 혈,18,4급,액
厄,액 액,厂,기슭 한,4,3급,액
野,들 야,里,마을 리,11,6급,야
倻,나라 이름 야,人,사람 인,11,2급,야
惹,이끌 야,心,마음 심,13,2급,야
也,이끼/어조사 야,乙,둘째 천간 을,3,3급,야
夜,밤 야,夕,저녁 석,8,6급,야
耶,어조사 야,耳,귀 이,9,3급,야
弱,약할 약,弓,활 궁,10,준6급,약
藥,약 약,艸,풀 초,19,준6급,약
躍,뛸 약,足,발 족 / 족할 족,21,3급,약
約,맺을 약,糸,실 사|가는실 멱,9,준5급,약
若,같을 약|반야 야,艸,풀 초,9,준3급,약
陽,볕 양,阜,언덕 부,12,6급,양
揚,날릴 양,手,손 수,12,준3급,양
楊,버들 양,木,나무 목,13,3급,양
養,기를 양,食,밥/먹을 식,15,준5급,양
樣,모양 양,木,나무 목,15,4급,양
襄,도울 양,衣,옷 의,17,2급,양
壤,흙덩이 양,土,흙 토,20,준3급,양
孃,아가씨 양,女,계집 녀,20,2급,양
讓,사양할 양,言,말씀 언,24,준3급,양
羊,양 양,羊,양 양,6,준4급,양
洋,큰바다 양,水,물 수,9,6급,양
魚,고기/물고기 어,魚,고기/물고기 어,11,5급,어
御,거느릴 어,彳,조금걸을 척,12,준3급,어
語,말씀 어,言,말씀 언,14,7급,어
漁,고기잡을 어,水,물 수,14,5급,어
於,어조사 어|탄식할 오,方,모 방,8,3급,어
億,억 억,人,사람 인,15,5급,억
憶,생각할 억,心,마음 심,16,준3급,억
抑,누를 억,手,손 수,7,준3급,억
焉,어찌 언,火,불 화,11,3급,언
言,말씀 언,言,말씀 언,7,6급,언
彦,선비 언,彡,터럭 삼,9,2급,언
嚴,엄할 엄,口,입 구,20,4급,엄
業,업 업,木,나무 목,13,준6급,업
與,더불/줄 여,臼,절구 구,14,4급,여
餘,남을 여,食,밥/먹을 식,16,준4급,여
輿,수레 여,車,수레 거/차,17,3급,여
予,나 여,亅,갈고리 궐,4,3급,여
汝,너 여,水,물 수,6,3급,여
如,같을 여,女,계집 녀,6,준4급,여
余,나 여,人,사람 인,7,3급,여
逆,거스릴 역,辵,쉬엄쉬엄갈 착,10,준4급,역
域,지경 역,土,흙 토,11,4급,역
譯,번역할 역,言,말씀 언,20,준3급,역
驛,역 역,馬,말 마,23,준3급,역
亦,또 역,亠,돼지해머리 두,6,준3급,역
役,부릴 역,彳,조금걸을 척,7,준3급,역
易,바꿀 역|쉬울 이,日,날 일,8,4급,역
疫,전염병 역,疒,병들어기댈 녁,9,준3급,역
宴,잔치 연,宀,집 면,10,준3급,연
軟,연할 연,車,수레 거/차,11,준3급,연
硏,갈 연,石,돌 석,11,준4급,연
然,그럴 연,火,불 화,12,7급,연
硯,벼루 연,石,돌 석,12,2급,연
淵,못 연,水,물 수,12,2급,연
鉛,납 연,金,쇠 금|성 김,13,4급,연
煙,연기 연,火,불 화,13,준4급,연
演,펼 연,水,물 수,14,준4급,연
緣,인연 연,糸,실 사|가는실 멱,15,4급,연
燕,제비 연,火,불 화,16,준3급,연
燃,탈 연,火,불 화,16,4급,연
延,늘일 연,廴,길게걸을 인,7,4급,연
沿,물따라갈/따를 연,水,물 수,8,준3급,연
衍,넓을 연,行,다닐 행|항렬 항,9,2급,연
姸,고울 연,女,계집 녀,9,2급,연
悅,기쁠 열,心,마음 심,10,준3급,열
熱,더울 열,火,불 화,15,5급,열
閱,볼 열,門,문 문,15,3급,열
厭,싫어할 염,厂,기슭 한,14,2급,염
閻,마을 염,門,문 문,16,2급,염
鹽,소금 염,鹵,개펄 로,24,준3급,염
炎,불꽃 염,火,불 화,8,준3급,염
染,물들 염,木,나무 목,9,준3급,염
葉,잎 엽,艸,풀 초,13,5급,엽
燁,빛날 엽,火,불 화,15,2급,엽
詠,읊을 영,言,말씀 언,12,3급,영
瑛,옥빛 영,玉,구슬 옥,13,2급,영
暎,비칠 영,日,날 일,13,2급,영
榮,영화 영,木,나무 목,14,준4급,영
影,그림자 영,彡,터럭 삼,15,준3급,영
瑩,밝을 형|옥돌 영,玉,구슬 옥,15,2급,영
營,경영할 영,火,불 화,17,4급,영
永,길 영,水,물 수,5,6급,영
泳,헤엄칠 영,水,물 수,8,3급,영
迎,맞을 영,辵,쉬엄쉬엄갈 착,8,4급,영
英,꽃부리 영,艸,풀 초,9,6급,영
映,비칠 영,日,날 일,9,4급,영
盈,찰 영,皿,그릇 명,9,2급,영
預,맡길/미리 예,頁,머리 혈,13,2급,예
睿,슬기 예,目,눈 목,14,2급,예
銳,날카로울 예,金,쇠 금|성 김,15,3급,예
豫,미리 예,豕,돼지 시,16,4급,예
濊,종족이름 예,水,물 수,16,2급,예
藝,재주 예,艸,풀 초,19,준4급,예
譽,기릴/명예 예,言,말씀 언,21,준3급,예
芮,성 예,艸,풀 초,8,2급,예
娛,즐길 오,女,계집 녀,10,3급,오
烏,까마귀 오,火,불 화,10,준3급,오
悟,깨달을 오,心,마음 심,10,준3급,오
梧,오동나무 오,木,나무 목,11,2급,오
嗚,슬플 오,口,입 구,13,3급,오
傲,거만할 오,人,사람 인,13,3급,오
誤,그르칠 오,言,말씀 언,14,준4급,오
墺,물가 오,土,흙 토,16,2급,오
五,다섯 오,二,두 이,4,8급,오
午,낮 오,十,열 십,4,준7급,오
汚,더러울 오,水,물 수,6,3급,오
吾,나 오,口,입 구,7,3급,오
吳,성 오,口,입 구,7,2급,오
鈺,보배 옥,金,쇠 금|성 김,13,2급,옥
獄,옥 옥,犬,개 견,14,준3급,옥
玉,구슬 옥,玉,구슬 옥,5,준4급,옥
沃,기름질 옥,水,물 수,7,2급,옥
屋,집 옥,尸,주검 시,9,5급,옥
溫,따뜻할 온,水,물 수,13,6급,온
穩,편안할 온,禾,벼 화,19,2급,온
翁,늙은이 옹,羽,깃 우,10,3급,옹
邕,막힐 옹,邑,고을 읍,10,2급,옹
雍,화할 옹,隹,새 추,13,2급,옹
擁,낄 옹,手,손 수,16,3급,옹
甕,독 옹,瓦,기와 와,18,2급,옹
瓦,기와 와,瓦,기와 와,5,준3급,와
臥,누울 와,臣,신하 신,8,3급,와
緩,느릴 완,糸,실 사|가는실 멱,15,준3급,완
完,완전할 완,宀,집 면,7,5급,완
曰,가로 왈,曰,가로 왈,4,3급,왈
王,임금 왕,玉,구슬 옥,4,8급,왕
汪,넓을 왕,水,물 수,7,2급,왕
往,갈 왕,彳,조금걸을 척,8,준4급,왕
旺,왕성할 왕,日,날 일,8,2급,왕
倭,왜나라 왜,人,사람 인,10,2급,왜
外,바깥 외,夕,저녁 석,5,8급,외
畏,두려워할 외,田,밭 전,9,3급,외
歪,기울 왜|기울 외,止,그칠 지,9,2급,외
堯,요임금 요,土,흙 토,12,2급,요
腰,허리 요,肉,고기 육,13,3급,요
搖,흔들 요,手,손 수,13,3급,요
遙,멀 요,辵,쉬엄쉬엄갈 착,14,3급,요
謠,노래 요,言,말씀 언,17,준4급,요
曜,빛날 요,日,날 일,18,5급,요
耀,빛날 요,羽,깃 우,20,2급,요
妖,요사할 요,女,계집 녀,7,2급,요
要,요긴할 요,襾,덮을 아,9,준5급,요
姚,예쁠 요,女,계집 녀,9,2급,요
浴,목욕할 욕,水,물 수,10,5급,욕
辱,욕될 욕,辰,별 진|때 신,10,준3급,욕
欲,하고자할 욕,欠,하품 흠,11,준3급,욕
慾,욕심 욕,心,마음 심,15,준3급,욕
容,얼굴 용,宀,집 면,10,준4급,용
庸,떳떳할 용,广,집 엄,11,3급,용
傭,품팔 용,人,사람 인,13,2급,용
溶,녹을 용,水,물 수,13,2급,용
熔,녹을 용,火,불 화,14,2급,용
瑢,패옥소리 용,玉,구슬 옥,14,2급,용
鎔,쇠녹일 용,金,쇠 금|성 김,18,2급,용
鏞,쇠북 용,金,쇠 금|성 김,19,2급,용
用,쓸 용,用,쓸 용,5,준6급,용
勇,날랠 용,力,힘 력,9,준6급,용
祐,복 우,示,보일 시,10,2급,우
偶,짝 우,人,사람 인,11,준3급,우
郵,우편 우,邑,고을 읍,11,4급,우
愚,어리석을 우,心,마음 심,13,준3급,우
遇,만날 우,辵,쉬엄쉬엄갈 착,13,4급,우
憂,근심 우,心,마음 심,15,준3급,우
優,넉넉할 우,人,사람 인,17,4급,우
又,또 우,又,또 우,2,3급,우
于,어조사 우,二,두 이,3,3급,우
友,벗 우,又,또 우,4,준5급,우
牛,소 우,牛,소 우,4,5급,우
尤,더욱 우,尢,절름발이 왕,4,3급,우
右,오를/오른(쪽) 우,口,입 구,5,준7급,우
宇,집 우,宀,집 면,6,준3급,우
羽,깃 우,羽,깃 우,6,준3급,우
佑,도울 우,人,사람 인,7,2급,우
雨,비 우,雨,비 우,8,준5급,우
禹,성 우,禸,발자국 유,9,2급,우
煜,빛날 욱,火,불 화,13,2급,욱
頊,삼갈 욱,頁,머리 혈,13,2급,욱
旭,아침해 욱,日,날 일,6,2급,욱
昱,햇빛밝을 욱,日,날 일,9,2급,욱
郁,성할 욱,邑,고을 읍,9,2급,욱
雲,구름 운,雨,비 우,12,준5급,운
運,옮길 운,辵,쉬엄쉬엄갈 착,13,준6급,운
韻,운 운,音,소리 음,19,준3급,운
云,이를 운,二,두 이,4,3급,운
芸,향풀 운,艸,풀 초,8,2급,운
尉,벼슬 위|다리미 울,寸,마디 촌,11,2급,울
蔚,고을이름 울,艸,풀 초,15,2급,울
鬱,답답할 울,鬯,향풀 창,29,2급,울
雄,수컷 웅,隹,새 추,12,5급,웅
熊,곰 웅,火,불 화,14,2급,웅
原,언덕 원,厂,기슭 한,10,5급,원
院,집 원,阜,언덕 부,10,5급,원
員,인원 원,口,입 구,10,준4급,원
袁,성 원,衣,옷 의,10,2급,원
援,도울 원,手,손 수,12,4급,원
媛,계집 원,女,계집 녀,12,2급,원
園,동산 원,囗,에워쌀 위|나라 국,13,6급,원
源,근원 원,水,물 수,13,4급,원
圓,둥글 원,囗,에워쌀 위|나라 국,13,준4급,원
瑗,구슬 원,玉,구슬 옥,13,2급,원
遠,멀 원,辵,쉬엄쉬엄갈 착,14,6급,원
願,원할 원,頁,머리 혈,19,5급,원
元,으뜸 원,儿,어진사람 인,4,준5급,원
怨,원망할 원,心,마음 심,9,4급,원
苑,나라동산 원,艸,풀 초,9,2급,원
越,넘을 월,走,달릴 주,12,준3급,월
月,달 월,月,달 월,4,8급,월
偉,클 위,人,사람 인,11,준5급,위
圍,에워쌀 위,囗,에워쌀 위|나라 국,12,4급,위
爲,하/할 위,爪,손톱 조,12,준4급,위
渭,물이름 위,水,물 수,12,2급,위
違,어긋날 위,辵,쉬엄쉬엄갈 착,13,3급,위
僞,거짓 위,人,사람 인,14,준3급,위
緯,씨 위,糸,실 사|가는실 멱,15,3급,위
慰,위로할 위,心,마음 심,15,4급,위
衛,지킬 위,行,다닐 행|항렬 항,15,준4급,위
謂,이를 위,言,말씀 언,16,준3급,위
魏,성 위,鬼,귀신 귀,18,2급,위
危,위태할 위,卩,병부 절,6,4급,위
位,자리 위,人,사람 인,7,5급,위
委,맡길 위,女,계집 녀,8,4급,위
胃,밥통 위,肉,고기 육,9,준3급,위
威,위엄 위,女,계집 녀,9,4급,위
韋,가죽 위,韋,가죽 위,9,2급,위
唯,오직 유,口,입 구,11,3급,유
惟,생각할 유,心,마음 심,11,3급,유
悠,멀 유,心,마음 심,11,준3급,유
庾,곳집/노적가리 유,广,집 엄,11,2급,유
猶,오히려 유,犬,개 견,12,준3급,유
裕,넉넉할 유,衣,옷 의,12,준3급,유
愈,나을 유,心,마음 심,13,3급,유
遊,놀 유,辵,쉬엄쉬엄갈 착,13,4급,유
楡,느릅나무 유,木,나무 목,13,2급,유
維,벼리 유,糸,실 사|가는실 멱,14,준3급,유
誘,꾈 유,言,말씀 언,14,준3급,유
儒,선비 유,人,사람 인,16,4급,유
遺,남길 유,辵,쉬엄쉬엄갈 착,16,4급,유
踰,넘을 유,足,발 족 / 족할 족,16,2급,유
由,말미암을 유,田,밭 전,5,6급,유
幼,어릴 유,幺,작을 요,5,준3급,유
有,있을 유,月,달 월,6,7급,유
酉,닭 유,酉,닭 유,7,3급,유
油,기름 유,水,물 수,8,6급,유
乳,젖 유,乙,둘째 천간 을,8,4급,유
